area,model,train_time_s,inference_time_s
5161,ARIMA+Decomp,4.147114038467407,0.706068754196167
5161,LSTM,12.823324918746948,0.3842041492462158
5161,GRU,13.093745946884155,0.49936890602111816
5059,ARIMA+Decomp,3.239173173904419,0.09692645072937012
5059,LSTM,16.00242853164673,0.566821813583374
5059,GRU,14.033524751663208,0.5071170330047607
5259,ARIMA+Decomp,2.5375025272369385,0.07468438148498535
5259,LSTM,14.789963483810425,0.572396993637085
5259,GRU,13.383638858795166,0.5240943431854248
