area,model,MAE,MAPE_%,RMSE
5161,ARIMA+Decomp,81.01185183058584,8.232352375207627,121.64291607632227
5161,LSTM,104.0384292602539,15.061497688293457,145.94723510742188
5161,GRU,105.69271087646484,17.983516693115234,139.0023651123047
5059,ARIMA+Decomp,70.2964300518444,7.618805863093437,99.78780062376396
5059,LSTM,83.23822021484375,11.049701690673828,109.5650405883789
5059,GRU,76.17105102539062,9.553282737731934,102.16868591308594
5259,ARIMA+Decomp,71.44378269588434,9.596246630116442,96.16454506291137
5259,LSTM,73.00933837890625,8.939005851745605,101.3720932006836
5259,GRU,79.77461242675781,10.626564979553223,106.45350646972656
